"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.485036752E2,-1.011495583E0,3.131493884E-1,1.240915986E0
1.485136662E2,1.853973012E-1,-1.118393430E0,2.039836995E-1
1.485236562E2,8.677310421E-1,-2.231099857E0,-3.153906262E-1
1.485336462E2,1.086279132E0,-3.110376665E0,-3.018139762E-1
1.485436372E2,1.153301892E0,-3.957998986E0,-2.890395641E-1
1.485536272E2,1.092219392E0,-4.697955356E0,-2.291658300E-1
1.485636172E2,9.166481173E-1,-5.428273176E0,-1.386281276E-1
1.485736082E2,7.059023322E-1,-6.029696728E0,-2.833584094E-1
1.485835982E2,5.066587147E-1,-6.401584906E0,-4.920936294E-1
1.485935882E2,1.906776293E-1,-6.533505692E0,-6.789722496E-1
1.486035792E2,-9.659585640E-2,-6.311654729E0,-8.037595792E-1
1.486135692E2,-3.497287656E-1,-5.737490897E0,-8.625539173E-1
1.486235602E2,-5.599762582E-1,-4.882629138E0,-7.966639830E-1
1.486335502E2,-7.979974405E-1,-3.896228415E0,-8.263619913E-1
1.486435402E2,-1.161816095E0,-2.829084077E0,-9.475566454E-1
1.486535312E2,-1.539803431E0,-1.750566319E0,-1.210625655E0
1.486635212E2,-1.843134760E0,-6.982739085E-1,-1.325640387E0
1.486735112E2,-2.040664376E0,3.461703694E-1,-1.040516703E0
1.486835022E2,-2.217399977E0,1.000638692E0,-7.758630981E-1
1.486934922E2,-2.280659688E0,1.147779781E0,-7.869928345E-1
1.487034822E2,-2.404674161E0,1.364358310E0,-6.912432164E-1
1.487134732E2,-2.764051929E0,2.025510585E0,-4.532122765E-1
1.487234632E2,-2.964956412E0,3.141541740E0,-3.492495131E-1
1.487334532E2,-3.392152525E0,4.109000992E0,-6.357070930E-1
1.487434442E2,-4.189246425E0,4.400549596E0,-1.011256067E0
1.487534342E2,-5.272481716E0,3.915097965E0,-1.631446257E0
1.487634252E2,-6.035840982E0,2.891159872E0,-2.508906920E0
1.487734152E2,-5.709539452E0,1.872405921E0,-3.047513834E0
1.487834052E2,-3.306654246E0,1.471490995E0,-2.725000715E0
1.487933962E2,-6.723467696E-1,1.471521401E0,-9.373661180E-1
1.488033862E2,9.304359980E-1,1.852116668E0,1.257382476E0
1.488133762E2,2.022940880E0,2.394786812E0,2.917973449E0
1.488233672E2,2.710537627E0,2.864098374E0,4.192088172E0
1.488333572E2,3.062769220E0,3.004913360E0,4.822172436E0
1.488433472E2,3.182963708E0,2.733413104E0,4.582597393E0
1.488533382E2,2.886069286E0,2.670104715E0,3.755156152E0
1.488633282E2,2.938998867E0,3.553938843E0,3.153525023E0
1.488733192E2,3.471475268E0,4.866538770E0,2.946279235E0
1.488833092E2,3.975920410E0,6.466753879E0,3.068650934E0
1.488932992E2,4.428220959E0,7.684328949E0,4.168195279E0
1.489032902E2,4.800131357E0,8.187022265E0,5.359479514E0
1.489132802E2,4.568387489E0,7.658926890E0,5.349659700E0
1.489232702E2,2.776212384E0,5.890844652E0,3.713585372E0
1.489332612E2,4.929236417E-1,4.010057332E0,7.769364276E-1
1.489432512E2,-6.654765835E-1,2.520842257E0,-2.081973639E0
1.489532412E2,-1.479477415E0,9.354451615E-1,-4.034409816E0
1.489632322E2,-1.732076108E0,-9.224608344E-1,-4.586402761E0
1.489732222E2,-1.463807754E0,-2.373835654E0,-3.745101280E0
1.489832122E2,-7.862446102E-1,-3.622372316E0,-2.423974943E0
1.489932032E2,-1.795658731E-1,-4.566066729E0,-1.270562539E0
1.490031932E2,1.128530528E-1,-5.278588548E0,-4.079332658E-1
1.490131842E2,2.255464035E-1,-6.037966445E0,5.207413316E-2
1.490231742E2,2.780882774E-1,-6.734451690E0,2.214259437E-1
1.490331642E2,4.229527894E-1,-7.267141222E0,2.586100692E-1
1.490431552E2,5.541905845E-1,-7.927694743E0,2.574844801E-1
1.490531452E2,6.179671524E-1,-8.576243929E0,2.285993079E-1
1.490631352E2,8.025433584E-1,-9.001415445E0,-1.128950431E-1
1.490731262E2,1.347944883E0,-8.984514068E0,-5.780919921E-1
1.490831162E2,1.704025406E0,-8.582940745E0,-9.295518990E-1
1.490931062E2,1.855867510E0,-7.489995568E0,-1.091311977E0
1.491030972E2,1.584201632E0,-5.789330556E0,-1.266570645E0
1.491130872E2,9.723905012E-1,-3.916797751E0,-1.432070822E0
1.491230782E2,1.932907135E-1,-2.071327028E0,-1.426936966E0
1.491330682E2,-2.629108790E-1,-2.166814399E-1,-1.595010502E0
1.491430582E2,-7.914708515E-1,1.575384908E0,-2.065617222E0
1.491530492E2,-1.319704586E0,3.368919491E0,-2.652240302E0
1.491630392E2,-1.894599905E0,4.666531835E0,-3.231288314E0
1.491730292E2,-2.459021984E0,4.797957947E0,-3.919132544E0
1.491830202E2,-2.532112765E0,3.994723594E0,-3.910017904E0
1.491930109E2,-1.959550338E0,3.139816811E0,-2.421472920E0
1.492030009E2,-1.109313946E0,2.239300577E0,-1.221236597E0
1.492129919E2,-2.283203226E-1,1.380815883E0,-1.717974524E0
1.492229819E2,4.147726078E-1,1.653231229E0,-2.543191484E0
1.492329729E2,1.121565471E0,2.570371097E0,-2.903938377E0
1.492429629E2,1.399747852E0,2.761386184E0,-3.712130000E0
1.492529529E2,9.628029679E-1,3.312328969E0,-3.866274884E0
1.492629439E2,1.064196903E-1,5.087462364E0,-2.725384877E0
1.492729339E2,-5.394851661E-1,6.900918412E0,-1.516523327E0
1.492829239E2,-7.726512225E-1,7.125663747E0,-1.153047538E-1
1.492929149E2,-5.384280626E-1,5.726389373E0,1.381202384E0
1.493029049E2,9.849765598E-1,3.009334440E0,2.385582125E0
1.493128949E2,3.234377690E0,3.162127447E-1,3.700069533E0
1.493228859E2,5.361498558E0,-1.009482606E0,4.671844030E0
1.493328759E2,6.697227146E0,-1.938547286E0,4.935019020E0
1.493428659E2,6.812948222E0,-1.381635078E0,4.966015695E0
1.493528569E2,5.576252756E0,1.545728999E-1,4.252731400E0
1.493628469E2,3.755565164E0,1.690541142E0,3.568208973E0
1.493728379E2,2.313523817E0,2.590565041E0,2.774445355E0
1.493828279E2,1.191983928E0,2.611360663E0,2.212812105E0
1.493928179E2,5.174159104E-1,2.150527564E0,2.154716510E0
1.494028089E2,2.146163860E-1,1.575324681E0,2.002022320E0
1.494127989E2,-3.045261341E-1,1.331684654E0,2.117024773E0
1.494227889E2,-8.017523763E-1,1.304036095E0,2.303464413E0
1.494327799E2,-8.661436692E-1,1.596040782E0,2.022681702E0
1.494427699E2,-7.602502283E-1,1.485873976E0,1.162449276E0
1.494527599E2,-5.878706929E-1,9.359515303E-1,1.100813191E0
1.494627509E2,-3.844341466E-1,4.440194303E-1,6.084910816E-1
1.494727409E2,-3.347341292E-1,-7.840461302E-1,-3.092798473E-1
1.494827319E2,-2.784770807E-1,-2.053462615E0,-9.090228365E-1
1.494927219E2,-3.403204859E-1,-3.309642758E0,-1.128753015E0
1.495027119E2,-3.097947677E-1,-4.353227495E0,-1.105348876E0
1.495127029E2,-1.002339574E-1,-5.082150169E0,-9.692824137E-1
1.495226929E2,3.773266367E-1,-5.645479696E0,-7.967322493E-1
1.495326829E2,7.290549673E-1,-6.102105138E0,-5.858489084E-1
1.495426739E2,8.876698282E-1,-6.401709452E0,-5.499534363E-1
1.495526639E2,1.009516520E0,-6.515503285E0,-7.374369510E-1
1.495626539E2,1.109281275E0,-6.515561172E0,-9.771621215E-1
1.495726449E2,9.827812227E-1,-6.280787278E0,-1.191924213E0
1.495826349E2,7.246781802E-1,-5.643724946E0,-1.358891163E0
1.495926249E2,1.567921375E-1,-4.640895887E0,-1.360355452E0
1.496026159E2,-4.865169206E-1,-3.441319715E0,-1.242781394E0
1.496126059E2,-1.090096926E0,-2.000758737E0,-1.168133939E0
1.496225969E2,-1.736696139E0,-3.518409991E-1,-8.473659208E-1
1.496325869E2,-2.530585472E0,1.335160823E0,-5.857343030E-1
1.496425769E2,-3.315916235E0,2.495925516E0,-7.504448131E-1
1.496525679E2,-3.649661564E0,3.192331824E0,-1.105789756E0
1.496625579E2,-3.527203619E0,3.420175014E0,-1.382663603E0
1.496725479E2,-3.218146989E0,3.101326345E0,-1.280180624E0
1.496825389E2,-2.883322557E0,2.535750902E0,-1.079634576E0
1.496925289E2,-2.723435415E0,2.135786149E0,-9.608431274E-1
1.497025189E2,-2.713975497E0,1.785939050E0,-7.785158336E-1
1.497125099E2,-2.995805444E0,1.524811755E0,-5.580249327E-1
1.497224999E2,-3.522766167E0,1.337245941E0,-4.947030956E-1
1.497324899E2,-3.967052523E0,1.244505007E0,-4.835759903E-1
1.497424809E2,-4.136858589E0,1.232427583E0,-1.009704508E0
1.497524709E2,-3.916595145E0,1.464381366E0,-1.345579977E0
1.497624619E2,-3.554934039E0,1.580486019E0,-1.755185620E0
1.497724519E2,-2.523439590E0,1.667346407E0,-2.086170331E0
1.497824419E2,-4.886549550E-1,1.970404086E0,-6.651264815E-1
1.497924329E2,2.281401407E0,2.112662750E0,2.222247903E0
1.498024229E2,4.399685962E0,2.315219071E0,5.006238107E0
1.498124129E2,5.348065749E0,2.729726434E0,6.283064768E0
1.498224039E2,5.152139586E0,2.871373479E0,5.764455916E0
1.498323939E2,3.794681868E0,2.381568596E0,4.063512577E0
1.498423839E2,1.850821217E0,2.177693143E0,2.589880916E0
1.498523749E2,8.852390675E-1,2.721193008E0,1.338662282E0
1.498623649E2,9.362677185E-1,3.753757498E0,5.794596559E-1
1.498723549E2,1.863129167E0,4.567594607E0,1.244461446E-1
1.498823459E2,2.979446104E0,5.132917449E0,3.550740708E-1
1.498923359E2,3.357204595E0,5.680972880E0,1.227685491E0
1.499023269E2,3.048848461E0,5.809185947E0,1.547803591E0
1.499123169E2,2.324729567E0,4.925992089E0,9.133157891E-1
1.499223069E2,1.046817517E0,3.242013277E0,1.344257337E-1
1.499322979E2,8.696494404E-2,1.627175451E0,-4.993748747E-2
1.499422879E2,-5.488050431E-2,1.041780871E-1,-4.446566306E-2
1.499522779E2,4.750965044E-2,-1.304210342E0,6.861773349E-2
1.499622689E2,9.483087435E-3,-2.471229801E0,3.688031870E-1
1.499722589E2,3.189601321E-2,-3.409952912E0,5.445447618E-1
1.499822489E2,2.009620777E-1,-4.035732456E0,4.053933084E-1
1.499922399E2,3.552185702E-1,-4.407499012E0,-3.502072871E-2
1.500022299E2,3.593388107E-1,-4.664615702E0,-4.930782274E-1
1.500122209E2,5.580060024E-1,-4.895096571E0,-8.533340277E-1
1.500222109E2,7.605775993E-1,-5.150201819E0,-1.033930473E0
1.500322009E2,7.114135522E-1,-5.469991305E0,-1.010403031E0
1.500421919E2,1.004524752E0,-5.873241609E0,-9.588112930E-1
1.500521819E2,1.153334709E0,-6.160881935E0,-7.275613692E-1
1.500621719E2,1.255161265E0,-6.133913407E0,-6.055423307E-1
1.500721629E2,1.352312023E0,-5.888101723E0,-6.277787071E-1
1.500821529E2,1.528437613E0,-5.322095926E0,-7.353569502E-1
1.500921429E2,1.453933853E0,-4.572213907E0,-1.022516050E0
1.501021339E2,9.983941656E-1,-3.697290351E0,-1.327465888E0
1.501121239E2,7.017543905E-1,-2.625157169E0,-1.595838468E0
1.501221139E2,3.079855661E-1,-1.557386009E0,-1.907782745E0
1.501321049E2,-2.029901113E-1,-5.905184948E-1,-2.130700241E0
1.501420949E2,-6.833189236E-1,2.771352178E-1,-2.292345348E0
1.501520849E2,-1.140154939E0,1.068869267E0,-2.371447066E0
1.501620759E2,-1.491197574E0,1.668237523E0,-2.806617320E0
1.501720659E2,-1.751613994E0,1.832484641E0,-3.476410611E0
1.501820569E2,-1.886985953E0,1.756642746E0,-3.448949747E0
1.501920469E2,-1.439636826E0,1.868256152E0,-2.296424950E0
1.502020365E2,-6.055409420E-1,1.822514554E0,-1.497742070E0
1.502120275E2,1.148979338E-1,1.743350855E0,-1.951211185E0
1.502220175E2,1.877895433E-1,2.397826195E0,-2.915214733E0
1.502320075E2,3.408044527E-1,2.890757584E0,-3.667904000E0
1.502419985E2,-2.492806904E-2,2.454797956E0,-4.575241011E0
1.502519885E2,-1.175132325E0,1.960736300E0,-5.191864985E0
1.502619785E2,-2.206743573E0,1.891131629E0,-4.428029755E0
1.502719695E2,-2.313497066E0,2.342770566E0,-1.711198770E0
1.502819595E2,-1.390683937E0,2.660730459E0,1.367600006E0
1.502919505E2,9.473337203E-2,2.694882292E0,2.870502244E0
1.503019405E2,1.103261493E0,2.746888597E0,3.761618494E0
1.503119305E2,2.176163804E0,2.097365264E0,3.652387828E0
1.503219215E2,3.602464301E0,1.521852479E0,3.807132052E0
1.503319115E2,5.551869282E0,1.677228786E0,4.235044742E0
1.503419015E2,7.463673742E0,2.339435899E0,3.683874500E0
1.503518925E2,7.705284201E0,3.054431090E0,2.960728875E0
1.503618825E2,6.226879458E0,3.275019055E0,2.868312462E0
1.503718725E2,3.948079770E0,3.076598470E0,2.925816904E0
1.503818635E2,1.797832287E0,2.227375181E0,2.711646259E0
1.503918535E2,1.662553445E-1,1.922136490E0,2.795019953E0
1.504018435E2,-8.734864564E-1,1.928131641E0,2.840604261E0
1.504118345E2,-1.449031109E0,1.552062703E0,2.369509299E0
1.504218245E2,-1.606134245E0,1.078489106E0,1.554383463E0
1.504318145E2,-1.646080376E0,6.647395420E-1,6.479579600E-1
1.504418055E2,-1.341286659E0,3.163548321E-1,-3.563363385E-1
1.504517955E2,-3.150567502E-1,-1.217828840E-1,-1.142189331E0
1.504617865E2,6.901570961E-1,-6.982581210E-1,-1.570910034E0
1.504717765E2,1.116216950E0,-1.388044211E0,-1.474295174E0
1.504817665E2,1.245694916E0,-2.231392803E0,-1.050071711E0
1.504917575E2,1.306751249E0,-3.037973517E0,-6.796442409E-1
1.505017475E2,1.298202620E0,-3.720287451E0,-7.222751208E-1
1.505117375E2,1.153396982E0,-4.531016765E0,-8.996093309E-1
1.505217285E2,1.218618580E0,-5.188516284E0,-9.645338899E-1
1.505317185E2,1.196688086E0,-5.574903218E0,-8.935263263E-1
1.505417085E2,9.937573235E-1,-5.598123096E0,-6.660756308E-1
1.505516995E2,6.774198139E-1,-5.330599532E0,-5.285000020E-1
1.505616895E2,2.547613953E-1,-4.966853601E0,-2.080265374E-1
1.505716805E2,-4.219177226E-2,-4.557323973E0,-1.983420865E-1
1.505816705E2,-4.677111787E-1,-4.034451331E0,-2.706746292E-1
1.505916605E2,-1.018982797E0,-3.321588619E0,-8.372642711E-2
1.506016515E2,-1.488343548E0,-2.657979344E0,-2.646193989E-1
1.506116415E2,-2.190640633E0,-2.214815361E0,-1.117238751E0
1.506216315E2,-2.984959736E0,-1.396854796E0,-1.634642199E0
1.506316225E2,-3.882706437E0,-4.371074367E-1,-1.828062977E0
1.506416125E2,-4.725491941E0,3.829107642E-1,-1.897797601E0
1.506516025E2,-4.971934247E0,1.081206307E0,-1.569631978E0
1.506615935E2,-3.645808249E0,1.465903396E0,-1.460345618E0
1.506715835E2,-2.332756625E0,1.725635546E0,-1.188668191E0
1.506815735E2,-2.606667688E0,1.679353665E0,-6.755633229E-1
1.506915645E2,-3.077320016E0,1.541625423E0,-4.739821713E-1
1.507015545E2,-3.995358601E0,1.355122048E0,-3.637330663E-1
1.507115445E2,-4.869111544E0,1.341259469E0,-1.059090091E-1
1.507215355E2,-5.298339858E0,1.573959357E0,3.587962621E-1
1.507315255E2,-4.653355134E0,1.977151188E0,1.075893527E0
1.507415165E2,-2.384637654E0,2.374735540E0,1.780085841E0
1.507515065E2,-2.979352074E-1,2.753723407E0,2.694835514E0
1.507614965E2,9.319537890E-1,3.250187100E0,3.195247831E0
1.507714875E2,1.791369067E0,3.588175460E0,2.798310181E0
1.507814775E2,2.452629516E0,3.663479412E0,2.307553371E0
1.507914675E2,2.532969674E0,3.010261223E0,1.753497382E0
1.508014585E2,2.808207470E0,2.187714102E0,1.048654858E0
1.508114485E2,3.525464657E0,1.756146902E0,-5.799093068E-2
1.508214385E2,4.448708434E0,1.950596643E0,-1.148914141E0
1.508314295E2,5.522159579E0,3.092541488E0,-1.099776918E0
1.508414195E2,5.859642740E0,4.848284347E0,6.560125726E-1
1.508514095E2,4.918586590E0,6.740892398E0,3.102797504E0
1.508614005E2,3.705241980E0,8.360383438E0,4.946523417E0
1.508713905E2,1.935064684E0,8.412737653E0,5.156412731E0
1.508813815E2,2.303859612E-1,6.872789796E0,3.723647261E0
1.508913715E2,-1.038166269E0,4.528120639E0,1.424544724E0
1.509013615E2,-1.428101732E0,2.224509460E0,-5.325627206E-1
1.509113525E2,-1.350236115E0,4.468699479E-1,-1.531240768E0
1.509213425E2,-8.538539913E-1,-8.439268810E-1,-1.702181194E0
1.509313325E2,1.052979020E-1,-1.766362572E0,-1.252620358E0
1.509413235E2,8.727757274E-1,-2.654754020E0,-7.306225327E-1
1.509513135E2,1.146699508E0,-3.488442426E0,-4.833926801E-1
1.509613035E2,1.190138181E0,-4.270926180E0,-4.673346180E-1
1.509712945E2,1.181982923E0,-4.980402769E0,-7.909511071E-1
1.509812845E2,9.606352589E-1,-5.739977717E0,-9.611770765E-1
1.509912745E2,6.347453722E-1,-6.305650808E0,-7.719687063E-1
1.510012655E2,6.047105278E-1,-6.668994450E0,-5.803070636E-1
1.510112555E2,3.587316504E-1,-7.283462555E0,-1.382784641E-1
1.510212465E2,3.806129181E-1,-7.605725999E0,-3.129320182E-2
1.510312365E2,6.581278760E-1,-7.467190257E0,-5.355925284E-1
1.510412265E2,6.406490866E-1,-7.050232911E0,-1.089302947E0
1.510512175E2,7.448074394E-1,-6.324289393E0,-1.411096274E0
1.510612075E2,8.396441609E-1,-5.357502571E0,-1.769303137E0
1.510711975E2,1.109991785E0,-4.141121501E0,-2.214439386E0
1.510811885E2,1.084155278E0,-2.925837370E0,-2.524262293E0
1.510911785E2,8.735325032E-1,-1.786168846E0,-2.630024976E0
1.511011685E2,5.094505774E-1,-7.418917984E-1,-2.560403348E0
1.511111595E2,-3.318711497E-2,3.057158232E-1,-2.314499863E0
1.511211495E2,-5.036291626E-1,1.259340563E0,-2.016753795E0
1.511311395E2,-1.038785635E0,1.938971794E0,-1.851954115E0
1.511411305E2,-1.393070185E0,2.278582757E0,-1.879420241E0
1.511511205E2,-1.492755126E0,2.465614720E0,-1.854685934E0
1.511611105E2,-9.276475339E-1,2.781198889E0,-1.839259810E0
1.511711015E2,-2.840926735E-1,2.966426402E0,-2.269876837E0
1.511810915E2,-4.901845135E-2,3.260775238E0,-2.934343899E0
1.511910825E2,4.371298023E-2,3.688007312E0,-3.460456483E0
1.512010726E2,-6.361324780E-2,3.826194559E0,-4.014041040E0
1.512110626E2,-6.940184511E-1,3.915234205E0,-4.720554260E0
1.512210536E2,-1.586820892E0,4.191936144E0,-4.396285222E0
1.512310436E2,-2.240177075E0,4.768654625E0,-2.831237606E0
1.512410336E2,-2.189932535E0,5.054835486E0,-1.172222970E0
1.512510246E2,-1.499843121E0,4.353494128E0,2.662225592E-1
1.512610146E2,-4.237029871E-1,3.489563922E0,1.645808188E0
1.512710046E2,9.134815577E-1,1.892899243E0,2.028944070E0
1.512809956E2,2.886735284E0,-3.971914190E-1,2.712501122E0
1.512909856E2,4.773730886E0,-1.435956881E0,3.723026286E0
1.513009756E2,6.018829093E0,-1.652851744E0,3.966662221E0
1.513109666E2,6.314257910E0,-7.065097117E-1,4.155602131E0
1.513209566E2,5.582728547E0,1.364964082E0,4.368666483E0
1.513309466E2,4.058474032E0,3.322611297E0,4.007803230E0
1.513409376E2,2.515403469E0,3.691626738E0,3.029780399E0
1.513509276E2,1.501689671E0,2.711077909E0,2.136179082E0
1.513609186E2,5.849028289E-1,1.885106658E0,1.945670364E0
1.513709086E2,1.675775095E-1,1.211025605E0,1.783019536E0
1.513808986E2,-1.713995055E-1,9.319725001E-1,2.018520239E0
1.513908896E2,-4.216623820E-1,9.629580653E-1,1.853570870E0
1.514008796E2,-4.778742242E-1,1.033292468E0,8.305267438E-1
1.514108696E2,-4.268797063E-1,9.078808022E-1,-2.428646868E-1
1.514208606E2,-2.495903370E-1,5.251051086E-1,-7.463591442E-1
1.514308506E2,-8.434210237E-2,-3.377959871E-1,-1.106762733E0
1.514408406E2,-7.664493732E-3,-1.240621871E0,-1.172024822E0
1.514508316E2,-3.444766503E-2,-2.318688809E0,-4.672444247E-1
1.514608216E2,9.395901795E-2,-3.345180380E0,2.263176513E-1
1.514708116E2,4.633043149E-1,-4.209997609E0,4.974436124E-1
1.514808026E2,7.865607253E-1,-4.861282123E0,2.093757825E-1
1.514907926E2,1.036264608E0,-5.235140812E0,-2.464010829E-1
1.515007836E2,1.227281595E0,-5.519885597E0,-6.935920429E-1
1.515107736E2,1.175417669E0,-5.612648749E0,-1.056609264E0
1.515207636E2,1.121032863E0,-5.485050809E0,-1.276219720E0
1.515307546E2,9.996165991E-1,-5.207063068E0,-1.392265316E0
1.515407446E2,6.819645622E-1,-4.798726271E0,-1.444721857E0
1.515507346E2,1.318138373E-1,-4.139781319E0,-1.264745144E0
1.515607256E2,-3.535881472E-1,-3.205179911E0,-1.230961833E0
1.515707156E2,-9.292083751E-1,-2.185315574E0,-1.400346314E0
1.515807056E2,-1.481434770E0,-1.137702105E0,-1.612616469E0
1.515906966E2,-2.065775389E0,-3.214781624E-1,-1.742248363E0
1.516006866E2,-2.419448906E0,2.278045982E-1,-1.795886918E0
1.516106766E2,-2.675014037E0,3.855735862E-1,-1.623936971E0
1.516206676E2,-2.735394725E0,5.116126585E-1,-1.074578488E0
1.516306576E2,-2.799535173E0,5.299998128E-1,-5.834318157E-1
1.516406476E2,-2.958466002E0,9.215989548E-1,-8.429419175E-2
1.516506386E2,-3.723670357E0,1.647500373E0,2.698402315E-1
1.516606286E2,-4.504825332E0,2.753159151E0,4.062557727E-1
1.516706196E2,-5.130664517E0,3.550776669E0,-3.931433916E-2
1.516806096E2,-5.344505380E0,3.920387356E0,-9.774696851E-1
1.516905996E2,-4.980480537E0,3.909755364E0,-2.460928469E0
1.517005906E2,-4.391992196E0,3.788068959E0,-4.248907320E0
1.517105806E2,-3.597673385E0,3.501495166E0,-5.111080438E0
1.517205706E2,-2.565755597E0,2.794529371E0,-4.157083231E0
1.517305616E2,-6.012047200E-1,1.868586520E0,-1.599919825E0
1.517405516E2,1.765191521E0,1.234186426E0,1.583214183E0
1.517505416E2,3.497969002E0,1.315683163E0,4.835709910E0
1.517605326E2,4.980117425E0,1.626830465E0,6.856377831E0
1.517705226E2,5.233121184E0,1.847701435E0,6.979884474E0
1.517805126E2,4.097581379E0,2.192470812E0,6.139379969E0
1.517905036E2,2.684384785E0,2.639014485E0,4.719821019E0
1.518004936E2,2.074533641E0,3.584908036E0,3.255688160E0
1.518104836E2,2.130520439E0,5.184501001E0,2.735716907E0
1.518204746E2,2.538636503E0,6.798720192E0,2.408488446E0
1.518304646E2,3.152944103E0,7.804954669E0,2.167967031E0
1.518404556E2,4.014048349E0,7.920809062E0,2.376209038E0
1.518504456E2,4.076432000E0,7.070380661E0,2.415311124E0
1.518604356E2,2.633187150E0,5.243199445E0,1.427472571E0
1.518704266E2,3.956516279E-1,3.023350800E0,-2.331670797E-1
1.518804166E2,-7.188214628E-1,1.265041598E0,-1.441618155E0
1.518904066E2,-1.529333699E0,1.013983208E-1,-1.706877824E0
1.519003976E2,-1.825078996E0,-1.001051506E0,-1.424292271E0
1.519103876E2,-1.441244518E0,-2.292967492E0,-9.840292378E-1
1.519203776E2,-9.970191197E-1,-3.292573566E0,-3.570591275E-1
1.519303686E2,-3.531762474E-1,-4.094075389E0,1.338082677E-1
1.519403586E2,4.788548023E-2,-4.832074696E0,3.803291454E-1
1.519503486E2,5.868801380E-1,-5.297965636E0,1.626947556E-1
1.519603396E2,9.259755226E-1,-5.767432149E0,-1.853263307E-1
1.519703296E2,1.245318647E0,-6.201504296E0,-2.603098547E-1
1.519803196E2,1.622095975E0,-6.538861157E0,-3.144884739E-1
1.519903106E2,1.892496077E0,-6.821822541E0,-6.397211335E-1
1.520003006E2,1.848744725E0,-7.068436462E0,-9.821538895E-1
1.520102916E2,1.846306582E0,-6.949473106E0,-9.888442737E-1
1.520202816E2,1.692416929E0,-6.588318661E0,-8.683694849E-1
1.520302716E2,1.600475164E0,-5.849373860E0,-7.619565920E-1
1.520402626E2,1.366842207E0,-5.021752524E0,-8.912226695E-1
1.520502526E2,9.146003493E-1,-4.339145061E0,-1.149571368E0
1.520602426E2,5.592384858E-1,-3.572662212E0,-1.585711675E0
1.520702336E2,3.790397613E-1,-2.496379845E0,-1.875169315E0
1.520802236E2,-8.046199970E-2,-1.288022325E0,-1.970318132E0
1.520902136E2,-5.239590544E-1,1.963261127E-1,-1.907468165E0
1.521002046E2,-9.855739991E-1,1.614693400E0,-2.094211276E0
1.521101946E2,-1.355831316E0,2.486712059E0,-2.645699607E0
1.521201846E2,-1.570787242E0,2.662235532E0,-3.101152682E0
1.521301756E2,-1.659853493E0,2.464127188E0,-2.795129880E0
1.521401656E2,-1.300887807E0,2.506639954E0,-1.833362893E0
1.521501556E2,-7.262496925E-1,2.419693027E0,-1.739448423E0
1.521601466E2,-3.463289020E-1,2.292135433E0,-2.610064335E0
1.521701366E2,-2.143394838E-1,2.791911573E0,-3.220388519E0
1.521801276E2,1.814525503E-1,3.199650199E0,-3.635667130E0
1.521901176E2,-8.588317260E-3,2.939217553E0,-4.661375175E0
1.522001071E2,-7.551846392E-1,2.672969851E0,-4.927897696E0
1.522100981E2,-1.448546813E0,3.356668990E0,-3.509899369E0
1.522200881E2,-1.867273235E0,4.507248418E0,-1.690606046E0
1.522300781E2,-1.738153557E0,4.739533153E0,-3.819974291E-1
1.522400691E2,-9.034280013E-1,4.762138488E0,1.368681157E0
1.522500591E2,7.022324004E-1,3.758193780E0,2.157837607E0
1.522600491E2,3.236726809E0,1.591592805E0,3.093961192E0
1.522700401E2,5.480819764E0,7.610238880E-1,4.650747861E0
1.522800301E2,7.501558437E0,6.431937218E-2,5.086860686E0
1.522900201E2,8.289345616E0,-1.583192110E-1,5.265655092E0
1.523000111E2,7.501796418E0,1.439520174E-1,4.809265292E0
1.523100011E2,5.270020038E0,5.401371306E-1,3.792695276E0
1.523199911E2,3.077711487E0,8.094476044E-1,2.637604721E0
1.523299821E2,1.465443659E0,1.308485826E0,1.605250146E0
1.523399721E2,1.184390624E-1,1.742901204E0,1.041279107E0
1.523499631E2,-8.564109056E-1,1.870610826E0,4.780952489E-1
1.523599531E2,-1.722583007E0,1.894294388E0,4.502478844E-1
1.523699431E2,-2.193579151E0,1.976969340E0,5.509853967E-1
1.523799341E2,-2.091413530E0,1.933760170E0,7.176099928E-1
1.523899241E2,-1.952511606E0,1.287307211E0,9.467208590E-1
1.523999141E2,-1.332912277E0,4.172257340E-1,1.596736600E0
1.524099051E2,-5.975967687E-1,-4.089028072E-1,2.116640026E0
1.524198951E2,7.928570436E-2,-9.612115020E-1,1.550693870E0
1.524298851E2,5.929050359E-1,-1.748598731E0,8.321030800E-1
1.524398761E2,8.712949931E-1,-2.601929104E0,1.924704587E-1
1.524498661E2,9.704729068E-1,-3.545340512E0,-3.197298449E-1
1.524598561E2,9.235331406E-1,-4.613686454E0,-7.526826887E-1
1.524698471E2,8.922817464E-1,-5.546205668E0,-1.091068221E0
1.524798371E2,7.879695388E-1,-6.133080763E0,-1.374106642E0
1.524898271E2,5.470439714E-1,-6.397609969E0,-1.563642529E0
1.524998181E2,3.099958023E-1,-6.285929904E0,-1.726444654E0
1.525098081E2,-3.450254663E-2,-5.663026605E0,-1.702132078E0
1.525197991E2,-3.542599922E-1,-4.752152613E0,-1.495451716E0
1.525297891E2,-5.709426747E-1,-3.681605780E0,-1.278880057E0
1.525397791E2,-8.376053830E-1,-2.745929069E0,-1.306044613E0
