"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.997289558E1,-3.379631261E-2,-1.318847677E0,2.481926113E0
1.998288758E1,-5.791374378E-1,-1.384480918E0,3.790894334E0
1.999287858E1,-9.757161051E-1,-1.351479233E0,4.264486057E0
2.000286958E1,-6.604904435E-1,-8.951771414E-1,4.881055652E0
2.001286058E1,-1.873856104E-1,-2.549450344E-1,4.902012073E0
2.002285158E1,5.822611665E-1,2.289810580E-1,4.163439154E0
2.003284258E1,1.620251032E0,3.417703396E-1,3.505075416E0
2.004283458E1,2.007720286E0,2.173088461E-1,3.356325173E0
2.005282558E1,2.192734813E0,3.576075232E-1,3.271991367E0
2.006281658E1,1.958725442E0,5.641066217E-1,3.081648125E0
2.007280725E1,1.559188851E0,8.654569137E-1,2.385899629E0
2.008279825E1,1.061862622E0,7.489640057E-1,1.831754324E0
2.009278925E1,5.004002936E-1,4.263965070E-1,1.582793915E0
2.010278125E1,-1.232028255E-1,-7.116646171E-2,9.501772213E-1
2.011277225E1,-6.423341811E-1,-6.771900183E-1,2.483441857E-1
2.012276325E1,-1.063724375E0,-1.131128080E0,-1.753755391E-1
2.013275425E1,-1.381965154E0,-1.483525150E0,-5.864885207E-1
2.014274525E1,-1.564193776E0,-1.704468040E0,-8.168818275E-1
2.015273625E1,-1.566332541E0,-1.983601252E0,-1.242315371E0
2.016272825E1,-1.443987008E0,-2.294649151E0,-1.665448986E0
2.017271925E1,-1.032051031E0,-2.606983438E0,-2.073068914E0
2.018271025E1,-5.573718718E-1,-2.867955782E0,-2.121533561E0
2.019270125E1,-4.427899801E-1,-2.853958717E0,-1.729439744E0
2.020269225E1,-9.659602085E-2,-2.674033459E0,-1.465121623E0
2.021268325E1,7.118436880E-4,-2.502317693E0,-1.123456607E0
2.022267525E1,-2.250781695E-1,-1.924151441E0,-2.556765942E-1
2.023266625E1,-3.787806565E-1,-1.195906459E0,4.406602049E-1
2.024265725E1,-6.170571063E-1,-6.810614598E-1,6.715356146E-1
2.025264825E1,-6.806304469E-1,-3.668905628E-1,8.327142602E-1
2.026263925E1,-7.031462471E-1,-3.396852225E-1,7.354048973E-1
2.027263025E1,-6.974069857E-1,-6.031075501E-1,3.934455465E-1
2.028262225E1,-7.822428489E-1,-9.450030202E-1,5.753660202E-4
2.029261325E1,-7.521817285E-1,-1.070322300E0,-3.112975752E-1
2.030260425E1,-5.666519147E-1,-1.035952951E0,-7.704181708E-1
2.031259525E1,-5.672794671E-1,-8.208637083E-1,-1.144847987E0
2.032258625E1,-5.608576164E-1,-5.131224096E-1,-1.469462158E0
2.033257725E1,-6.708649389E-1,-3.873756981E-1,-1.657351031E0
2.034256925E1,-9.057076845E-1,-2.282636046E-1,-1.796270934E0
2.035256025E1,-1.266731151E0,8.099095345E-2,-1.912285101E0
2.036255125E1,-1.553641890E0,4.898411357E-1,-2.099034498E0
2.037254225E1,-1.469541680E0,8.249474037E-1,-2.553735768E0
2.038253325E1,-1.618907780E0,2.156271869E-1,-2.335683887E0
2.039252425E1,-1.554471756E0,-4.262678683E-1,-1.539266657E0
2.040251625E1,-1.026416289E0,-5.080107737E-1,-1.092461613E0
2.041250725E1,-7.920526495E-1,-5.616923064E-1,-7.690585470E-1
2.042249825E1,-1.161719178E0,-9.967561412E-1,-1.511500861E-1
2.043248925E1,-1.614556575E0,-1.219826249E0,5.923334706E-1
2.044248025E1,-2.141779837E0,-1.050125433E0,1.251549587E0
2.045247125E1,-2.639129967E0,-4.565441662E-1,1.464929835E0
2.046246325E1,-3.352149384E0,2.580060518E-1,1.357787355E0
2.047245425E1,-4.173168629E0,7.278432781E-1,9.610044374E-1
2.048244525E1,-4.712880959E0,1.119931832E0,4.839629298E-1
2.049243625E1,-4.136140843E0,1.294326793E0,-2.927547388E-1
2.050242725E1,-1.588759975E0,1.788442828E0,-9.384102845E-1
2.051241825E1,2.189671713E-1,2.827721676E0,-5.296559966E-1
2.052241025E1,1.423359347E0,4.110504895E0,4.623106903E-1
2.053240125E1,2.344276809E0,4.933803384E0,1.570112473E0
2.054239225E1,2.633995527E0,4.564893778E0,2.716649137E0
2.055238325E1,1.833128420E0,2.750391079E0,3.851782560E0
2.056237425E1,1.343858411E0,6.350017726E-1,4.113084687E0
2.057236525E1,1.793689388E0,-8.148095012E-1,3.531287314E0
2.058235725E1,2.284323260E0,-1.487530493E0,3.017584276E0
2.059234825E1,2.495697183E0,-1.135386023E0,2.705193856E0
2.060233925E1,2.800189768E0,2.173450989E-1,2.100595851E0
2.061233025E1,2.951231827E0,2.111785668E0,1.327396306E0
2.062232125E1,2.698388574E0,3.990769122E0,8.990076524E-1
2.063231225E1,1.620445160E0,5.199845849E0,6.133319183E-1
2.064230325E1,-1.365897699E-1,5.404005477E0,4.337387826E-1
2.065229525E1,-1.440388047E0,4.938042616E0,1.389087939E-1
2.066228625E1,-2.008736678E0,3.981256871E0,-1.498834330E-1
2.067227725E1,-2.027183474E0,2.821309034E0,1.283463836E-3
2.068226825E1,-1.853506551E0,1.576142122E0,2.666863165E-1
2.069225925E1,-1.470178149E0,3.810414094E-1,4.716188729E-1
2.070225025E1,-8.309922552E-1,-7.981765115E-1,5.530834142E-1
2.071224225E1,-7.373050688E-2,-1.749282855E0,5.818372069E-1
2.072223325E1,7.693323429E-1,-2.458826103E0,5.725582603E-1
2.073222425E1,1.639084621E0,-2.994814049E0,4.724684368E-1
2.074221525E1,2.402095978E0,-3.309586625E0,3.990899734E-1
2.075220625E1,3.049595443E0,-3.522111863E0,2.676030868E-1
2.076219725E1,3.368996967E0,-3.625542092E0,1.617422076E-1
2.077218925E1,2.910215656E0,-3.811008171E0,-3.396881461E-2
2.078218025E1,1.784894445E0,-4.057598119E0,-3.372703590E-1
2.079217125E1,7.258311781E-1,-4.107646192E0,-5.635230331E-1
2.080216225E1,1.620834474E-2,-3.957955132E0,-8.086693400E-1
2.081215325E1,-3.793722486E-1,-3.708786562E0,-9.726007086E-1
2.082214425E1,-5.856266411E-1,-3.380557204E0,-8.265442783E-1
2.083213525E1,-4.345163161E-1,-3.038971052E0,-5.526121652E-1
2.084212725E1,-2.262860215E-1,-2.750933116E0,-3.216951307E-1
2.085211825E1,-1.071525474E-1,-2.472402753E0,-2.213773753E-1
2.086210925E1,1.050072223E-2,-2.172144721E0,-3.120612216E-1
2.087210025E1,1.425494897E-1,-1.818117447E0,-4.559588599E-1
2.088209125E1,2.774768414E-1,-1.370342351E0,-6.462617558E-1
2.089208225E1,2.975037925E-1,-9.443270820E-1,-9.651770836E-1
2.090207425E1,3.347217404E-1,-5.951307786E-1,-1.351503791E0
2.091206525E1,8.298275264E-2,-3.193603009E-1,-1.535942515E0
2.092205625E1,-3.805997253E-1,-1.151240748E-1,-1.622355006E0
2.093204725E1,-1.008730362E0,8.451565504E-2,-1.616782610E0
2.094203825E1,-1.383471396E0,3.288596874E-1,-1.633861157E0
2.095202925E1,-1.539020196E0,5.353798360E-1,-1.444762788E0
2.096202025E1,-1.634869071E0,7.534996909E-1,-1.056195427E0
2.097201225E1,-1.699827398E0,9.868287385E-1,-1.057152032E0
2.098200325E1,-1.508849148E0,1.015944949E0,-1.304834824E0
2.099199425E1,-1.418703940E0,6.614212471E-1,-1.444582694E0
2.100198525E1,-1.268149101E0,3.571461779E-1,-1.383896196E0
2.101197625E1,-1.112886668E0,2.447691250E-1,-1.082026672E0
2.102196725E1,-9.983465838E-1,6.268858373E-1,-9.021008295E-1
2.103195925E1,-8.214770081E-1,1.183651865E0,-1.234876397E0
2.104195025E1,-9.809451239E-1,1.632204641E0,-1.733725169E0
2.105194125E1,-1.334541896E0,1.962512099E0,-2.281117525E0
2.106193225E1,-1.579309851E0,2.496689163E0,-2.740212831E0
2.107192346E1,-1.387857977E0,3.465989118E0,-2.718652977E0
2.108191446E1,-7.122216374E-1,4.861612490E0,-2.450117260E0
2.109190546E1,6.562969666E-2,5.740169506E0,-2.564906874E0
2.110189746E1,6.219415049E-1,5.818875952E0,-1.720183602E0
2.111188846E1,1.087405233E0,5.148403215E0,1.209508069E-1
2.112187946E1,2.184688021E0,3.540511882E0,1.425234257E0
2.113187046E1,3.351907017E0,1.454726443E0,2.617484452E0
2.114186146E1,3.652432267E0,-3.992437917E-1,3.301726213E0
2.115185246E1,2.757517958E0,-2.072577163E0,2.759251950E0
2.116184346E1,1.485728673E0,-2.972513353E0,2.669031166E0
2.117183546E1,7.151684149E-1,-2.872161099E0,3.120258459E0
2.118182646E1,5.128459094E-1,-2.060910214E0,3.208342670E0
2.119181746E1,7.744133540E-1,-7.828492051E-1,3.175416414E0
2.120180846E1,1.014678223E0,1.388585079E-1,2.939478924E0
2.121179946E1,1.211149931E0,5.409294283E-1,2.534748105E0
2.122179046E1,1.426798680E0,9.475810575E-1,2.185389249E0
2.123178146E1,1.615191436E0,1.405142639E0,1.985933121E0
2.124177346E1,1.645684812E0,1.753678207E0,2.021322809E0
2.125176446E1,1.519926406E0,2.067113525E0,1.864064283E0
2.126175546E1,1.226010410E0,2.212862391E0,1.594538047E0
2.127174646E1,9.041286439E-1,2.030314658E0,1.216343136E0
2.128173746E1,6.001289785E-1,1.361217771E0,6.665059859E-1
2.129172846E1,3.684560451E-1,3.505896950E-1,1.823606229E-1
2.130172046E1,1.467153750E-1,-7.094157779E-1,3.673754431E-2
2.131171146E1,-6.098677446E-2,-1.477770320E0,9.560720187E-2
2.132170246E1,-1.901093165E-1,-2.048056279E0,1.896836027E-1
2.133169346E1,-2.123092392E-1,-2.441982028E0,1.779460482E-1
2.134168446E1,-2.039243502E-1,-2.714269904E0,1.086599779E-1
2.135167546E1,-1.691086030E-1,-2.923811894E0,6.378778718E-2
2.136166646E1,-1.577279113E-1,-3.100116556E0,1.528573269E-1
2.137165846E1,-6.691908080E-2,-3.074968851E0,2.542491426E-1
2.138164946E1,-9.951461972E-3,-2.910303072E0,3.462550809E-1
2.139164046E1,2.371252244E-1,-2.606044375E0,3.766928351E-1
2.140163146E1,4.066681110E-1,-2.275841582E0,4.207387412E-1
2.141162246E1,4.973656617E-1,-1.854370185E0,4.009791722E-1
2.142161346E1,4.885710474E-1,-1.403270946E0,2.444772758E-1
2.143160446E1,2.767730559E-1,-1.087395000E0,8.579487965E-2
2.144159646E1,3.506006951E-2,-7.842765105E-1,-6.308020100E-2
2.145158746E1,-2.126784543E-1,-5.738638705E-1,-1.609796941E-1
2.146157846E1,-4.275124481E-1,-4.797038180E-1,-2.516251315E-1
2.147156946E1,-6.483573979E-1,-5.488641000E-1,-2.589416063E-1
2.148156046E1,-7.589115813E-1,-5.775160414E-1,-3.947765189E-1
2.149155146E1,-8.386274032E-1,-6.599483335E-1,-5.068161875E-1
2.150154246E1,-9.068465028E-1,-6.388504100E-1,-6.017879798E-1
2.151153446E1,-9.518925751E-1,-4.377108693E-1,-7.487366952E-1
2.152152546E1,-1.036323080E0,-3.577694911E-1,-8.606418778E-1
2.153151646E1,-1.121434420E0,-2.854791945E-1,-1.034514536E0
2.154150746E1,-1.199079012E0,-1.403559798E-1,-1.198389479E0
2.155149846E1,-1.208270104E0,-1.343152213E-1,-1.332036071E0
2.156148946E1,-1.165615324E0,-3.026857960E-1,-1.409872452E0
2.157148046E1,-9.788738939E-1,-4.278758526E-1,-1.386471310E0
2.158147246E1,-6.746317884E-1,-4.956725639E-1,-1.288125821E0
2.159146346E1,-2.931401068E-1,-3.020502037E-1,-1.206316842E0
2.160145446E1,-1.454537834E-1,2.182683742E-1,-1.031641068E0
2.161144546E1,-5.512890134E-1,8.770753312E-1,-7.780291991E-1
2.162143646E1,-1.330347542E0,1.356102626E0,-3.218075068E-1
2.163142746E1,-2.099079083E0,1.800209765E0,2.412559716E-1
2.164141846E1,-2.876591827E0,2.259274666E0,7.643152857E-1
2.165141046E1,-3.632196808E0,2.803994259E0,1.404912844E0
2.166140146E1,-4.213258016E0,3.178513684E0,2.092552860E0
2.167139246E1,-4.168119558E0,3.369636945E0,2.515987313E0
2.168138346E1,-3.434389888E0,3.313194941E0,2.541882877E0
2.169137446E1,-2.290298823E0,3.135848306E0,2.008232648E0
2.170136546E1,-9.980796584E-1,2.953214033E0,1.107364996E0
2.171135646E1,-3.441795843E-2,2.383633248E0,6.641320163E-1
2.172134846E1,5.322033726E-1,1.205417540E0,6.796008253E-1
2.173133946E1,1.150644844E0,2.652881742E-2,8.767695218E-1
2.174133046E1,1.868748780E0,-8.098545706E-1,1.075598828E0
2.175132146E1,2.995172776E0,-1.138080420E0,1.327897997E0
2.176131246E1,4.228088017E0,-7.533108258E-1,1.732692550E0
2.177130346E1,5.153231846E0,2.602274090E-1,2.070190330E0
2.178129446E1,5.390086765E0,1.830101901E0,1.936446381E0
2.179128646E1,4.728754688E0,3.412060833E0,1.406841255E0
2.180127746E1,2.712942002E0,4.186663125E0,8.846240866E-1
2.181126846E1,8.052951311E-1,4.353511085E0,4.029315941E-1
2.182125946E1,-3.543754017E-1,4.240238239E0,-1.344713785E-1
2.183125046E1,-9.029909950E-1,3.855764514E0,-5.317569377E-1
2.184124146E1,-9.792608334E-1,3.026178514E0,-5.308365494E-1
2.185123246E1,-7.068968705E-1,1.786001616E0,-1.115672135E-1
2.186122446E1,-1.329649530E-1,5.581594187E-1,3.893666385E-1
2.187121546E1,4.742678443E-1,-5.143134874E-1,4.795868737E-1
2.188120646E1,8.224871146E-1,-1.468758591E0,3.350945370E-1
2.189119746E1,8.722735246E-1,-2.291548957E0,1.391678073E-1
2.190118846E1,6.773864847E-1,-2.989160961E0,-3.952251831E-2
2.191117946E1,3.907789969E-1,-3.478716168E0,-1.904672027E-1
2.192117046E1,2.503167439E-1,-3.781807761E0,-3.237731946E-1
2.193116246E1,2.453391189E-1,-3.936028658E0,-3.992478848E-1
2.194115346E1,2.713385623E-1,-4.007999112E0,-4.542783701E-1
2.195114446E1,3.295172068E-1,-3.979917859E0,-4.377494609E-1
2.196113546E1,3.703149846E-1,-3.870067388E0,-3.676653188E-1
2.197112646E1,3.759459995E-1,-3.715440693E0,-3.064362001E-1
2.198111746E1,3.499797938E-1,-3.512012553E0,-2.814849615E-1
2.199110846E1,4.071175427E-1,-3.329239116E0,-3.462387818E-1
2.200109946E1,3.939243603E-1,-3.216205421E0,-3.701053619E-1
2.201109146E1,2.698160752E-1,-3.068430494E0,-2.867743528E-1
2.202108246E1,2.147592774E-1,-2.819794021E0,-2.126708164E-1
2.203107346E1,2.233909188E-1,-2.632752117E0,-3.254981232E-1
2.204106446E1,2.845464905E-1,-2.374090592E0,-5.949407440E-1
2.205105546E1,4.188793631E-1,-2.084494373E0,-9.567617708E-1
2.206104646E1,4.569875679E-1,-1.769017793E0,-1.377758959E0
2.207103746E1,2.872496218E-1,-1.558909793E0,-1.829526535E0
2.208102933E1,-9.950985286E-2,-1.280236757E0,-2.244208730E0
2.209102033E1,-5.454004652E-1,-8.653107333E-1,-2.647408748E0
2.210101133E1,-1.034482669E0,-4.788629884E-1,-2.854409537E0
2.211100233E1,-1.302924246E0,-2.515589118E-2,-2.738337629E0
2.212099333E1,-1.211327540E0,5.420819145E-1,-2.156914478E0
2.213098433E1,-9.380678570E-1,1.300661082E0,-1.213168609E0
2.214097533E1,-6.780911473E-1,2.176296828E0,-6.452455097E-1
2.215096633E1,-4.083890197E-1,2.706112454E0,-6.677017415E-1
2.216095833E1,-1.850624933E-1,2.718848274E0,-5.410638778E-1
2.217094933E1,-1.138226308E-1,2.493271465E0,-2.206844620E-1
2.218094033E1,-2.638876381E-1,2.370655353E0,-5.014472741E-1
2.219093133E1,-6.081648070E-1,2.508660167E0,-1.290282859E0
2.220092233E1,-1.187210699E0,2.654123105E0,-2.352016768E0
2.221091333E1,-1.754360724E0,2.619304106E0,-3.497005089E0
2.222090433E1,-2.120081697E0,2.348839976E0,-4.236198982E0
2.223089633E1,-2.428479930E0,2.128122203E0,-4.328983769E0
2.224088733E1,-2.385581540E0,1.939367065E0,-3.802148470E0
2.225087833E1,-1.983444839E0,1.843545819E0,-2.604345759E0
2.226086933E1,-8.217296809E-1,2.119746652E0,-1.156106216E0
2.227086033E1,5.053228817E-1,2.470655605E0,5.232194181E-1
2.228085133E1,1.857326829E0,2.617295002E0,1.813343196E0
2.229084233E1,3.300544198E0,2.039736861E0,2.380029024E0
2.230083433E1,4.580933568E0,8.844580257E-1,2.535876617E0
2.231082533E1,5.612596709E0,-1.736541188E-1,2.620972901E0
2.232081633E1,6.327512963E0,-9.054863673E-1,2.714433042E0
2.233080733E1,6.172202144E0,-1.410873495E0,3.012063335E0
2.234079833E1,4.947510427E0,-1.583694971E0,3.047888056E0
2.235078933E1,3.673148367E0,-1.298077782E0,3.168635983E0
2.236078033E1,2.756751973E0,-7.062565273E-1,3.063359789E0
2.237077133E1,2.223303034E0,-3.728594005E-2,2.846836808E0
2.238076333E1,1.696339387E0,5.633178324E-1,2.421050751E0
2.239075433E1,8.492032622E-1,1.115003214E0,1.925442506E0
2.240074533E1,8.348013142E-2,1.367159711E0,1.462138374E0
2.241073633E1,-3.801316557E-1,1.660903945E0,1.263024455E0
2.242072733E1,-8.998465086E-1,1.669108173E0,1.353738451E0
2.243071833E1,-1.065368978E0,1.527234841E0,1.319399069E0
2.244070933E1,-1.118571039E0,1.105502073E0,8.514990252E-1
2.245070033E1,-1.064036397E0,4.818152475E-1,4.340592831E-1
2.246069233E1,-7.541342600E-1,-2.347072363E-2,5.231802052E-1
2.247068333E1,-3.651354479E-1,-7.124715328E-1,4.020622958E-1
2.248067433E1,-6.507581916E-2,-1.242591214E0,2.059832279E-1
2.249066533E1,4.216112462E-2,-1.696294218E0,2.349064802E-1
2.250065633E1,1.023294351E-1,-2.184070702E0,1.785065769E-1
2.251064733E1,7.222626954E-2,-2.537959980E0,1.720449650E-1
2.252063833E1,-5.847338992E-2,-2.878928082E0,1.658450161E-1
2.253063033E1,-2.691652070E-1,-3.174460394E0,1.456909794E-1
2.254062133E1,-6.792563512E-1,-3.309337533E0,2.644571386E-1
2.255061233E1,-1.050376644E0,-3.107962934E0,3.244181424E-1
2.256060333E1,-1.147674897E0,-2.671066582E0,2.375448900E-1
2.257059433E1,-9.393889622E-1,-2.132446804E0,1.573941815E-1
2.258058533E1,-3.894351605E-1,-1.616864471E0,-9.748258665E-2
2.259057633E1,4.236706082E-2,-1.128745925E0,-1.481517801E-1
2.260056733E1,1.253772497E-1,-9.588001102E-1,-3.656012517E-1
2.261055933E1,6.003491627E-2,-9.028627217E-1,-6.692079842E-1
2.262055033E1,-1.213129871E-1,-7.378426015E-1,-8.522698344E-1
2.263054133E1,-3.918157082E-1,-5.701982510E-1,-1.098555142E0
2.264053233E1,-7.715927303E-1,-4.724468386E-1,-1.344100778E0
2.265052333E1,-1.035564696E0,-4.423857182E-1,-1.516059058E0
2.266051433E1,-1.293643253E0,-6.502811319E-1,-1.605858988E0
2.267050533E1,-1.517877688E0,-8.488917518E-1,-1.669102326E0
2.268049633E1,-1.679224441E0,-9.904890954E-1,-1.599353522E0
2.269048833E1,-1.638788167E0,-7.405562943E-1,-1.431202510E0
2.270047933E1,-1.542675291E0,-2.996592772E-1,-1.259855264E0
2.271047033E1,-1.621051223E0,5.822832763E-2,-1.144193245E0
2.272046133E1,-1.446531132E0,5.207793385E-1,-9.515881544E-1
2.273045233E1,-1.172174877E0,9.155780768E-1,-9.340916772E-1
2.274044333E1,-1.180707645E0,1.181762629E0,-9.413754076E-1
2.275043433E1,-1.168424180E0,1.327491031E0,-7.920967229E-1
2.276042533E1,-1.192201736E0,1.375715357E0,-5.350648172E-1
2.277041733E1,-1.135957150E0,1.488049725E0,-2.862921037E-1
2.278040833E1,-1.169366020E0,1.547189049E0,-1.333470686E-1
2.279039933E1,-1.315551455E0,1.535398723E0,7.308873385E-3
2.280039033E1,-1.441940191E0,1.539226896E0,7.587273940E-2
2.281038133E1,-1.579589056E0,1.408390768E0,5.940931901E-2
2.282037233E1,-1.723839281E0,1.349066672E0,-8.465072572E-2
2.283036333E1,-1.668980558E0,1.615800278E0,-1.572649580E-1
2.284035433E1,-1.430918335E0,2.118347413E0,-1.219167852E-1
2.285034633E1,-1.400693493E0,2.511674992E0,7.379244626E-2
2.286033733E1,-1.576377911E0,2.698297065E0,6.223653549E-1
2.287032833E1,-1.286969972E0,2.783191035E0,1.428519077E0
2.288031933E1,-3.794155180E-1,1.786112713E0,1.976440752E0
2.289031033E1,8.853602511E-1,1.419984627E-1,2.098313536E0
2.290030133E1,1.731498403E0,-1.257284097E0,2.032960523E0
2.291029233E1,2.417330313E0,-1.821305934E0,2.098141775E0
2.292028333E1,3.114795406E0,-1.503206293E0,2.377374973E0
2.293027533E1,3.720250028E0,-4.402538234E-1,2.895128962E0
2.294026633E1,4.043267178E0,9.052542329E-1,3.479044781E0
2.295025733E1,4.395027193E0,2.273933635E0,3.855722998E0
2.296024833E1,3.909765889E0,3.226150365E0,3.804103779E0
2.297023933E1,2.273292634E0,3.695673596E0,3.484820661E0
2.298023033E1,6.876308066E-1,3.878756350E0,2.682250259E0
2.299022133E1,-3.818862589E-1,3.892576829E0,1.390453849E0
2.300021233E1,-1.305392064E0,3.466524138E0,4.156347066E-1
2.301020433E1,-1.787579779E0,2.783541868E0,1.824382447E-2
2.302019533E1,-1.735629899E0,1.905184827E0,-2.030422246E-1
2.303018633E1,-1.470983896E0,8.404466182E-1,-4.174643735E-1
2.304017733E1,-9.813508476E-1,-1.083915907E-1,-5.494950145E-1
2.305016833E1,-2.876725217E-1,-8.326008242E-1,-5.333438355E-1
2.306015933E1,3.450699965E-1,-1.640287247E0,-6.042693919E-1
2.307015033E1,7.403639209E-1,-2.349279687E0,-7.774838001E-1
2.308014121E1,7.957859505E-1,-2.853962810E0,-9.474979540E-1
2.309013321E1,7.796515822E-1,-3.232185861E0,-1.164020934E0
2.310012421E1,8.680388249E-1,-3.626240249E0,-1.459643952E0
2.311011521E1,1.039374450E0,-3.746116356E0,-1.578814884E0
2.312010621E1,1.192855309E0,-3.715020863E0,-1.546843479E0
2.313009721E1,1.274305049E0,-3.636490418E0,-1.440410120E0
2.314008821E1,1.090114467E0,-3.512421273E0,-1.335116969E0
2.315007921E1,7.717457812E-1,-3.375944336E0,-1.114562919E0
2.316007021E1,4.203007116E-1,-3.118205502E0,-7.917644548E-1
2.317006221E1,4.945490945E-2,-2.743241689E0,-4.702388934E-1
2.318005321E1,-2.224837781E-1,-2.481330866E0,-3.737574963E-1
2.319004421E1,-3.083654159E-1,-2.287011518E0,-3.072337604E-1
2.320003521E1,-3.842864679E-1,-2.150563232E0,-4.991522419E-1
2.321002621E1,-4.183379475E-1,-2.062621109E0,-8.157245904E-1
2.322001721E1,-3.401636344E-1,-2.019522452E0,-1.133427206E0
2.323000821E1,-1.227262043E-1,-1.859384757E0,-1.469667833E0
2.323999921E1,-9.175534856E-2,-1.602486752E0,-1.710632175E0
2.324999021E1,-2.537763952E-1,-9.867550635E-1,-1.750679755E0
2.325998221E1,-3.892930732E-1,-2.950686282E-1,-1.702333807E0
2.326997321E1,-5.671792970E-1,3.127792597E-2,-1.613902271E0
2.327996421E1,-8.872489748E-1,5.387624502E-2,-1.564154745E0
2.328995521E1,-1.279390373E0,2.121299672E-1,-1.469302382E0
2.329994621E1,-1.137218394E0,5.640142357E-1,-1.496103095E0
2.330993721E1,-4.310345185E-1,9.505245459E-1,-1.458187410E0
2.331992821E1,1.845510995E-2,1.220275900E0,-1.032924094E0
2.332991921E1,5.931687819E-1,1.693392245E0,-8.327586991E-1
2.333991121E1,1.161649888E0,2.156232108E0,-1.026336620E0
2.334990221E1,1.005171454E0,2.466863685E0,-1.138680929E0
2.335989321E1,5.535632879E-1,2.806835421E0,-1.585439780E0
2.336988421E1,3.462569447E-1,2.870763030E0,-2.294917538E0
2.337987521E1,-2.949392037E-1,2.574169448E0,-2.992923644E0
2.338986621E1,-1.123899168E0,2.150663220E0,-3.776888498E0
2.339985721E1,-1.748666559E0,1.740231366E0,-3.865883120E0
2.340984821E1,-1.822525956E0,1.594347428E0,-2.515723604E0
2.341983921E1,-8.882627358E-1,2.131869684E0,-3.660509026E-1
2.342983121E1,6.817476305E-1,3.357690498E0,1.225330818E0
2.343982221E1,2.321697932E0,4.467739366E0,2.274162261E0
2.344981321E1,3.801256477E0,4.445238111E0,3.001688036E0
2.345980421E1,4.585115496E0,2.805592303E0,3.322358113E0
2.346979521E1,4.486251651E0,2.339283872E-1,3.434103667E0
2.347978621E1,2.975325572E0,-2.216630922E0,2.792744216E0
2.348977721E1,1.586344052E0,-3.408659508E0,2.420414574E0
2.349976821E1,7.246231433E-1,-3.575613887E0,2.714517826E0
2.350976021E1,4.494576332E-1,-2.672642407E0,3.024501532E0
2.351975121E1,1.370659160E-1,-1.069196711E0,2.895000908E0
2.352974221E1,-4.338791158E-1,3.122366381E-1,2.829186988E0
2.353973321E1,-4.932981193E-1,9.010617793E-1,2.705555799E0
2.354972421E1,-3.566080879E-1,9.378097755E-1,2.698936166E0
2.355971521E1,-2.317695951E-1,1.185154599E0,3.012731087E0
2.356970621E1,2.309889919E-1,1.691887756E0,2.806766424E0
2.357969721E1,8.985992244E-1,1.950760365E0,1.758734879E0
2.358968821E1,1.077358255E0,1.726854106E0,9.977869322E-1
2.359968021E1,9.911762164E-1,1.207610246E0,6.589589115E-1
2.360967121E1,7.069570237E-1,4.907193875E-1,2.247429961E-1
2.361966221E1,1.970991695E-1,-4.310894823E-1,-9.427699685E-2
2.362965321E1,-3.234750596E-1,-1.332713764E0,-1.187468635E-1
2.363964421E1,-7.350254130E-1,-2.130965120E0,1.867397489E-1
2.364963521E1,-8.901717786E-1,-2.725510007E0,4.367022246E-1
2.365962621E1,-7.714830219E-1,-3.072745155E0,3.989425870E-1
2.366961721E1,-4.916295066E-1,-3.280864516E0,2.418722682E-1
2.367960921E1,-1.679907981E-1,-3.267117712E0,1.673648536E-2
2.368960021E1,3.220297376E-2,-2.987396271E0,-2.710365719E-1
2.369959121E1,6.488900062E-2,-2.559323367E0,-5.248248808E-1
2.370958221E1,1.072928075E-1,-1.964862680E0,-7.447462629E-1
2.371957321E1,1.553584185E-1,-1.379558732E0,-8.768804727E-1
2.372956421E1,1.981627963E-1,-8.140598881E-1,-8.709106117E-1
2.373955521E1,9.166146420E-2,-3.997589314E-1,-6.783394347E-1
2.374954621E1,-2.022950236E-1,-3.009901035E-1,-3.138779515E-1
2.375953721E1,-5.691524765E-1,-3.855203766E-1,-1.143931729E-1
2.376952921E1,-8.898369525E-1,-4.704926991E-1,-5.189520836E-2
2.377952021E1,-1.217484074E0,-4.695507127E-1,-1.731483346E-1
2.378951121E1,-1.509715267E0,-4.411823612E-1,-5.642826229E-1
2.379950221E1,-1.755913159E0,-4.327383971E-1,-9.103576827E-1
2.380949321E1,-1.984019766E0,-5.655561465E-1,-1.312357852E0
2.381948421E1,-2.225964248E0,-8.324470425E-1,-1.729870684E0
2.382947521E1,-2.398800049E0,-9.813510668E-1,-1.852542783E0
2.383946621E1,-2.501400849E0,-9.743776774E-1,-1.651012795E0
2.384945721E1,-2.379482017E0,-7.617980593E-1,-1.416327778E0
2.385944921E1,-1.705565855E0,-2.921917981E-1,-1.138789102E0
2.386944021E1,-1.072501557E0,1.732822359E-1,-7.132259698E-1
2.387943121E1,-5.948719296E-1,6.802656537E-1,-3.536666460E-1
2.388942221E1,-7.572826201E-1,9.076059830E-1,1.590501130E-2
2.389941321E1,-1.412030952E0,9.787934947E-1,2.908551246E-1
2.390940421E1,-2.065353951E0,1.112562586E0,3.740056010E-1
2.391939521E1,-2.595962605E0,1.284102352E0,3.973333602E-1
2.392938621E1,-3.116505716E0,1.414082447E0,4.764684074E-1
2.393937721E1,-3.549837021E0,1.695246397E0,7.869948810E-1
